N_ENT,ENT,N_REN,cb_P1,cb_P2,cb_P3_1,cb_P3_2,cb_P3_3,cb_P3_4,cb_P3_5,cb_P3_6,cb_P3_7,cb_P3_8,cb_P3_9,cb_P3_10,cb_P3_11,cb_P4_1,cb_P4_2,cb_P4_3,cb_P4_4,cb_P4_5,cb_P4_6,cb_P4_7,cb_P4_8,cb_P4_9,cb_P4_10,cb_P5_1,cb_P5_2,cb_P5_3,cb_P5_4,cb_P5_5,cb_P5_6,cb_P5_7,cb_P5_8,cb_P5_9,cb_P5_10,cb_P5_11,cb_P5_12,cs_SEX,cs_EDA,cs_ALF,cs_I_NIV,cs_E_CON,cs_C_ACT,cs_OCU,cs_A_ECO,cs_POS,cs_ING,viv_FCH_PRE,viv_FCH_DEF,viv_P1,viv_P2,viv_P3,viv_P4,ANIO
5,Baja California,1,9,9,8,9,9,9,9,10,9,9,10,10,0,10,10,10,10,10,0,0,0,0,0,10,10,9,8,9,8,9,10,10,8,8,9,Mujer,67,Sabe leer y escribir,Primaria,Soltero(a),Jubilado(a) o pensionado(a),No trabaja,No trabaja,No trabaja,,2021-10-04,2021-10-13,4,Sí,1,4,2021
4,Baja California,1,8,8,8,9,10,10,10,10,8,10,0,8,2,8,8,10,10,10,2,2,0,0,0,8,8,9,9,9,9,6,10,5,5,5,5,Hombre,40,Sabe leer y escribir,Doctorado,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",,2021-10-01,2021-10-11,2,Sí,1,2,2021
4,Baja California,1,8,8,10,10,10,7,9,9,10,10,10,9,0,7,8,6,8,7,2,0,3,0,0,9,9,10,10,8,8,0,10,8,8,8,9,Mujer,27,Sabe leer y escribir,Preparatoria o bachillerato,Soltero(a),Trabajó sin pago ayudando a un familiar,Trabajadores en servicios personales y conductores de vehículos,Servicios,Trabajador(a) sin pago,,2021-10-14,2021-10-19,4,Sí,1,4,2021
4,Baja California,4,10,10,10,10,9,10,10,10,9,10,8,10,0,10,10,9,9,9,0,0,1,0,0,9,10,8,9,9,7,0,10,8,8,9,8,Hombre,21,Sabe leer y escribir,Preparatoria o bachillerato,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Comercio,"Trabajador(a) a sueldo fijo, salario o jornal",1400.0,2021-10-14,2021-10-20,4,Sí,1,4,2021
5,Baja California,1,8,7,10,10,10,10,10,8,8,10,8,5,8,3,4,5,7,0,6,6,5,2,0,8,8,8,8,10,5,5,8,5,8,7,7,Mujer,29,Sabe leer y escribir,Preparatoria o bachillerato,Unión libre,Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Comercio,"Trabajador(a) a sueldo fijo, salario o jornal",1300.0,2021-10-04,2021-10-11,4,Sí,1,4,2021
5,Baja California,2,10,8,9,9,10,10,8,10,8,10,10,8,0,8,9,9,10,8,0,0,0,0,0,8,9,10,10,8,10,7,9,8,9,6,7,Mujer,60,Sabe leer y escribir,Primaria,Casado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2021-10-04,2021-10-11,2,Sí,1,2,2021
5,Baja California,3,8,5,8,8,10,7,5,10,8,10,10,10,7,6,5,8,5,7,4,4,0,4,0,8,9,7,8,9,7,8,8,8,8,7,7,Mujer,28,Sabe leer y escribir,Secundaria,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores industriales,Industria,"Trabajador(a) a sueldo fijo, salario o jornal",3000.0,2021-10-05,2021-10-11,5,Sí,1,5,2021
4,Baja California,2,9,9,10,8,10,8,10,9,8,10,8,10,3,8,7,8,10,8,0,2,2,0,0,9,10,10,10,9,7,5,10,8,9,8,7,Hombre,33,Sabe leer y escribir,Preparatoria o bachillerato,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Comunicaciones y transportes,Trabajador(a) por su cuenta,3000.0,2021-10-13,2021-10-19,5,Sí,1,5,2021
4,Baja California,2,8,8,8,8,9,7,9,9,8,8,7,8,5,8,9,7,9,8,1,0,2,0,0,8,9,9,9,8,9,7,9,9,8,7,7,Mujer,57,Sabe leer y escribir,Secundaria,Unión libre,Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2021-10-08,2021-10-19,4,Sí,1,4,2021
4,Baja California,1,10,10,9,10,10,9,10,10,8,10,7,9,3,9,8,8,10,8,0,1,2,0,0,8,10,10,9,10,7,5,10,8,8,8,8,Hombre,24,Sabe leer y escribir,Profesional,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Personal administrativo,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",2500.0,2021-10-12,2021-10-19,1,No aplica,1,1,2021
4,Baja California,2,8,8,10,10,10,9,10,10,10,8,8,9,0,10,10,10,10,10,0,0,0,0,0,9,9,9,9,10,8,6,9,9,9,7,7,Mujer,58,Sabe leer y escribir,Preparatoria o bachillerato,Casado(a),"No trabajó, pero sí tiene trabajo",Trabajadores industriales,Industria,"Trabajador(a) a sueldo fijo, salario o jornal",1900.0,2021-10-09,2021-10-19,2,Sí,1,2,2021
1,Baja California,1,9,8,10,10,10,10,10,10,10,10,10,10,0,8,5,10,10,10,1,0,0,0,0,9,10,10,10,10,10,10,10,10,8,8,7,Mujer,42,Sabe leer y escribir,Maestría,Viudo(a),Trabajó por lo menos una hora para obtener ingresos,Personal administrativo,Comercio,Trabajador(a) por su cuenta,,2021-10-17,2021-10-19,4,Sí,1,4,2021
1,Baja California,2,8,0,10,8,10,8,10,10,10,9,5,9,8,10,7,0,4,6,0,3,5,5,0,9,10,9,9,9,8,10,9,7,9,10,10,Mujer,31,Sabe leer y escribir,Profesional,Unión libre,Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2021-10-04,2021-10-19,3,Sí,1,3,2021
3,Baja California Sur,1,8,8,10,8,10,9,9,9,10,8,9,10,4,8,7,9,8,10,1,2,1,2,0,9,10,9,10,9,10,9,10,9,8,8,7,Hombre,23,Sabe leer y escribir,Profesional,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",4500.0,2021-10-18,2021-10-19,1,No aplica,1,1,2021
3,Baja California Sur,1,10,8,10,10,10,10,10,10,6,2,5,10,0,10,9,10,9,9,0,1,0,1,1,10,10,10,10,10,10,10,10,10,10,10,10,Hombre,55,Sabe leer y escribir,Profesional,Casado(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Comercio,Trabajador(a) por su cuenta,3000.0,2021-10-19,2021-10-21,2,Sí,1,2,2021
3,Baja California Sur,2,10,10,10,10,10,10,10,10,8,10,5,10,2,5,3,7,10,8,5,6,2,0,0,10,8,7,9,10,10,7,7,8,8,9,7,Mujer,36,Sabe leer y escribir,Profesional,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",15000.0,2021-10-13,2021-10-21,2,Sí,1,2,2021
7,Baja California Sur,1,8,6,8,9,10,10,9,10,9,10,8,9,0,10,10,10,10,10,0,0,0,0,0,9,9,8,8,9,9,8,9,10,8,8,9,Hombre,40,Sabe leer y escribir,Secundaria,Separado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores industriales,Construcción,Trabajador(a) por su cuenta,3000.0,2021-10-18,2021-10-21,2,Sí,1,2,2021
7,Baja California Sur,1,8,8,10,10,8,8,10,10,8,10,10,9,0,10,10,10,10,10,0,0,0,0,0,10,10,9,8,8,10,10,10,10,10,10,8,Hombre,51,Sabe leer y escribir,Secundaria,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",4000.0,2021-10-15,2021-10-19,4,Sí,1,4,2021
7,Baja California Sur,1,8,8,8,9,8,7,8,9,8,9,8,7,5,5,6,5,6,5,3,4,2,3,1,3,10,7,3,4,5,4,2,7,7,10,10,Hombre,23,Sabe leer y escribir,Secundaria,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Comercio,Trabajador(a) por su cuenta,400.0,2021-10-06,2021-10-08,3,Sí,1,3,2021
7,Baja California Sur,1,8,7,8,7,9,9,8,8,8,8,5,7,7,5,6,8,9,7,2,3,2,0,0,9,9,8,9,8,9,7,7,8,7,9,6,Mujer,23,Sabe leer y escribir,Preparatoria o bachillerato,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",1200.0,2021-10-20,2021-10-21,1,No aplica,1,1,2021
6,Baja California Sur,2,8,6,8,10,9,10,8,10,0,10,5,8,0,8,7,7,10,8,2,2,2,0,0,7,7,8,9,8,7,6,8,9,8,8,7,Mujer,40,Sabe leer y escribir,Profesional,Casado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2021-10-18,2021-10-19,3,Sí,1,3,2021
6,Baja California Sur,2,9,8,9,9,10,8,10,9,8,9,8,8,2,8,8,8,9,9,1,1,0,1,1,8,9,8,9,8,8,6,9,9,8,9,8,Mujer,56,Sabe leer y escribir,Preparatoria o bachillerato,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",,2021-10-19,2021-10-19,1,No aplica,1,1,2021
6,Baja California Sur,3,5,5,7,8,7,7,8,6,7,9,0,9,8,8,6,6,9,8,1,3,3,1,1,7,9,9,9,9,5,3,9,7,8,9,3,Mujer,23,Sabe leer y escribir,Profesional,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Comercio,"Trabajador(a) a sueldo fijo, salario o jornal",,2021-10-13,2021-10-16,6,Sí,1,6,2021
8,Baja California Sur,2,5,7,8,9,7,8,10,10,8,10,10,8,3,8,9,9,8,8,1,1,1,1,2,8,8,5,10,10,10,5,10,10,10,10,5,Mujer,57,Sabe leer y escribir,Secundaria,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",1000.0,2021-10-04,2021-10-08,4,Sí,1,4,2021
8,Baja California Sur,1,10,9,9,10,10,9,10,10,10,10,8,10,9,7,7,9,9,8,3,3,1,1,0,9,10,9,9,9,8,9,10,10,10,10,9,Mujer,23,Sabe leer y escribir,Secundaria,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",1800.0,2021-10-04,2021-10-08,4,Sí,1,4,2021
8,Baja California Sur,5,6,6,9,10,10,10,10,10,10,10,4,10,4,10,7,10,5,10,0,2,0,0,0,10,10,10,10,10,10,5,10,10,6,10,5,Hombre,32,Sabe leer y escribir,Profesional,Soltero(a),Buscó trabajo,No trabaja,No trabaja,No trabaja,,2021-10-05,2021-10-08,5,Sí,1,5,2021
8,Baja California Sur,2,10,10,9,9,10,10,10,10,9,10,10,10,1,10,5,9,10,4,0,5,0,0,5,10,5,10,10,10,10,5,10,9,2,10,5,Mujer,44,Sabe leer y escribir,Preparatoria o bachillerato,Casado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2021-10-14,2021-10-16,3,Sí,1,3,2021
6,Baja California Sur,1,8,8,8,8,8,8,8,8,8,8,9,8,8,7,7,7,7,8,2,2,2,2,0,8,8,8,8,8,8,2,8,8,7,7,7,Hombre,60,Sabe leer y escribir,Profesional,Casado(a),Jubilado(a) o pensionado(a),No trabaja,No trabaja,No trabaja,,2021-10-05,2021-10-08,3,Sí,1,3,2021
6,Baja California Sur,1,8,9,9,9,10,10,10,10,10,10,7,9,0,5,5,5,5,5,5,5,5,5,5,9,8,9,10,9,10,9,9,9,9,9,9,Mujer,70,Sabe leer y escribir,Carrera técnica,Casado(a),Jubilado(a) o pensionado(a),No trabaja,No trabaja,No trabaja,,2021-10-21,2021-10-21,1,No aplica,1,1,2021
6,Baja California Sur,1,10,10,10,10,9,10,10,10,8,9,10,10,8,9,5,5,6,8,0,4,4,3,0,9,9,10,10,9,7,6,7,10,8,10,7,Hombre,37,Sabe leer y escribir,Maestría,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Personal administrativo,Administración pública y defensa,"Trabajador(a) a sueldo fijo, salario o jornal",8600.0,2021-10-01,2021-10-08,2,Sí,1,2,2021
6,Baja California Sur,2,8,7,10,10,10,10,10,10,9,10,9,9,2,10,10,10,10,10,0,0,0,0,0,9,9,9,9,9,7,7,9,9,9,8,8,Mujer,56,Sabe leer y escribir,Profesional,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Servicios,Trabajador(a) por su cuenta,15000.0,2021-10-04,2021-10-08,2,Sí,1,2,2021
2,Baja California Sur,1,7,7,7,8,8,9,9,8,9,10,10,8,7,3,1,2,6,2,6,9,8,3,7,8,10,7,9,7,8,9,8,9,9,9,9,Mujer,57,Sabe leer y escribir,Maestría,Separado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,Trabajador(a) por su cuenta,4000.0,2021-10-14,2021-10-21,1,No aplica,1,1,2021
2,Baja California Sur,1,9,9,8,8,3,9,10,10,1,5,4,7,8,10,5,9,10,10,0,0,1,0,0,9,8,8,8,9,6,9,10,10,10,8,5,Hombre,34,Sabe leer y escribir,Profesional,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",7000.0,2021-10-07,2021-10-21,3,Sí,1,3,2021
2,Baja California Sur,1,7,7,7,5,10,10,8,8,7,10,0,5,3,7,6,7,8,7,2,3,3,2,3,8,8,8,8,5,7,5,6,10,8,9,5,Mujer,49,Sabe leer y escribir,Maestría,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Servicios,Trabajador(a) por su cuenta,30000.0,2021-10-11,2021-10-21,1,No aplica,1,1,2021
2,Baja California Sur,1,7,5,10,10,10,10,10,10,10,10,5,8,0,10,7,9,8,10,0,0,1,1,0,5,10,8,10,10,10,5,10,6,6,8,8,Hombre,34,Sabe leer y escribir,Profesional,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Servicios,Trabajador(a) por su cuenta,15000.0,2021-10-14,2021-10-21,1,No aplica,1,1,2021
5,Baja California Sur,1,10,10,10,10,9,10,10,10,10,10,5,9,0,9,10,10,10,10,0,0,0,0,0,10,10,10,10,10,9,10,10,10,10,6,8,Hombre,46,Sabe leer y escribir,Secundaria,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",1980.0,2021-10-13,2021-10-19,2,Sí,1,2,2021
5,Baja California Sur,4,8,8,8,10,10,10,10,10,10,10,10,10,2,6,8,7,9,8,3,0,3,0,0,9,9,8,8,9,5,5,8,8,10,8,8,Mujer,37,Sabe leer y escribir,Preparatoria o bachillerato,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,Trabajador(a) por su cuenta,300.0,2021-10-12,2021-10-15,6,Sí,1,6,2021
5,Baja California Sur,2,10,10,10,10,10,10,10,10,10,10,10,10,5,10,5,10,10,10,0,5,0,0,0,10,10,10,10,10,10,0,10,10,10,10,10,Mujer,33,Sabe leer y escribir,Secundaria,Casado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2021-10-13,2021-10-19,4,Sí,1,4,2021
5,Baja California Sur,1,9,8,8,9,8,9,10,9,8,10,7,9,2,8,9,8,8,8,1,0,1,1,2,9,9,9,9,8,9,6,9,9,9,8,9,Hombre,49,Sabe leer y escribir,Profesional,Casado(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Comercio,Trabajador(a) por su cuenta,3000.0,2021-10-13,2021-10-16,5,Sí,1,5,2021
4,Baja California Sur,1,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,9,10,10,0,0,1,0,0,10,10,10,10,10,10,10,10,10,8,10,10,Hombre,46,Sabe leer y escribir,Profesional,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",,2021-10-12,2021-10-19,3,Sí,1,3,2021
4,Baja California Sur,2,10,10,10,10,10,10,10,10,10,10,10,10,0,10,9,5,10,10,0,1,2,0,0,10,10,10,10,8,8,7,10,10,10,8,6,Mujer,43,Sabe leer y escribir,Maestría,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",15000.0,2021-10-16,2021-10-21,5,Sí,1,5,2021
4,Baja California Sur,3,10,10,10,10,10,10,10,10,10,10,10,10,2,10,10,6,10,0,0,0,4,0,0,10,8,10,10,10,10,7,10,10,10,10,8,Mujer,70,Sabe leer y escribir,Primaria,Casado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2021-10-05,2021-10-08,4,Sí,1,4,2021
1,Baja California Sur,1,8,8,8,8,9,9,8,10,10,10,10,10,2,10,10,10,10,10,0,0,0,0,0,8,8,10,10,10,10,8,10,9,10,8,8,Hombre,80,Sabe leer y escribir,Maestría,Viudo(a),Jubilado(a) o pensionado(a),No trabaja,No trabaja,No trabaja,,2021-10-05,2021-10-08,1,No aplica,1,1,2021
1,Baja California Sur,1,10,10,8,10,10,8,10,10,10,10,10,10,10,9,10,5,10,10,1,0,5,0,0,5,9,6,10,9,10,8,10,6,7,10,3,Hombre,36,Sabe leer y escribir,Maestría,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Servicios,Trabajador(a) a destajo,1200.0,2021-10-01,2021-10-08,2,Sí,1,2,2021
1,Baja California Sur,1,6,6,8,8,9,9,9,8,8,9,10,7,3,8,7,7,7,7,2,2,2,2,2,4,8,7,9,7,8,6,8,6,8,7,6,Mujer,64,Sabe leer y escribir,Preparatoria o bachillerato,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",1000.0,2021-10-04,2021-10-08,2,Sí,1,2,2021
1,Baja California Sur,1,7,9,8,9,8,9,8,9,8,9,8,9,4,8,7,7,8,8,2,3,2,2,2,8,9,8,9,9,9,8,9,9,10,9,8,Hombre,50,Sabe leer y escribir,Secundaria,Casado(a),Buscó trabajo,No trabaja,No trabaja,No trabaja,,2021-10-06,2021-10-08,6,Sí,1,6,2021
1,Baja California Sur,1,10,10,9,10,8,9,10,10,10,9,7,8,8,9,9,8,8,9,0,0,0,0,1,8,9,9,9,9,8,8,9,9,8,8,7,Hombre,38,Sabe leer y escribir,Profesional,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Personal administrativo,Administración pública y defensa,"Trabajador(a) a sueldo fijo, salario o jornal",13000.0,2021-10-07,2021-10-08,5,Sí,1,5,2021
1,Baja California Sur,1,10,0,10,10,10,10,10,10,10,10,10,10,5,10,6,10,8,10,0,4,0,0,0,10,10,8,9,10,10,0,10,8,5,4,5,Hombre,46,Sabe leer y escribir,Preparatoria o bachillerato,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores industriales,Industria,Trabajador(a) por su cuenta,2000.0,2021-10-05,2021-10-08,2,Sí,1,2,2021
7,Campeche,2,10,10,10,10,10,10,10,10,10,10,8,10,0,7,8,9,10,10,2,0,1,0,0,10,10,10,10,10,10,10,10,10,6,10,10,Mujer,30,Sabe leer y escribir,Secundaria,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Comercio,"Trabajador(a) a sueldo fijo, salario o jornal",3000.0,2021-10-12,2021-10-13,4,Sí,1,4,2021
7,Campeche,1,8,6,8,8,10,10,10,10,10,10,8,9,2,6,7,6,8,8,4,3,3,1,1,7,10,7,9,8,8,8,9,8,5,8,7,Hombre,35,Sabe leer y escribir,Secundaria,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,Trabajador(a) por su cuenta,1200.0,2021-10-05,2021-10-11,3,Sí,1,3,2021
3,Campeche,11,6,7,6,6,8,6,7,5,3,6,5,5,5,4,3,5,5,5,5,7,5,5,5,4,8,5,3,3,2,2,5,6,2,4,4,Hombre,39,Sabe leer y escribir,Primaria,Divorciado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores industriales,Construcción,"Trabajador(a) a sueldo fijo, salario o jornal",1000.0,2021-10-21,2021-10-21,11,Sí,1,11,2021
3,Campeche,1,6,8,10,5,10,10,10,10,10,10,0,10,10,6,6,8,10,6,3,0,0,0,0,10,10,7,8,10,10,10,10,10,10,10,10,Mujer,33,Sabe leer y escribir,Profesional,Divorciado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2021-10-06,2021-10-11,3,Sí,1,3,2021
3,Campeche,1,10,10,10,10,0,10,10,10,5,10,10,10,0,10,10,10,10,10,0,0,0,0,0,10,10,10,10,0,10,10,10,10,10,10,10,Mujer,48,Sabe leer y escribir,Secundaria,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",700.0,2021-10-06,2021-10-11,3,Sí,1,3,2021
3,Campeche,1,8,8,9,7,0,7,8,7,8,7,8,9,7,5,5,6,10,7,4,4,4,0,0,8,8,8,8,7,8,9,7,8,7,10,8,Hombre,58,Sabe leer y escribir,Secundaria,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",1500.0,2021-10-11,2021-10-17,5,Sí,1,5,2021
1,Campeche,1,10,10,10,10,3,10,10,10,10,10,10,10,2,5,5,10,10,7,4,5,0,0,3,10,10,10,10,10,10,10,10,10,10,10,10,Mujer,49,Sabe leer y escribir,Carrera técnica,Viudo(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2021-10-13,2021-10-17,3,Sí,1,3,2021
8,Campeche,3,8,8,7,9,9,7,9,9,8,8,7,8,8,7,8,7,8,8,2,1,3,2,0,8,8,9,8,8,5,7,8,7,8,8,9,Hombre,24,Sabe leer y escribir,Profesional,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Comercio,"Trabajador(a) a sueldo fijo, salario o jornal",3000.0,2021-10-13,2021-10-17,4,Sí,1,4,2021
8,Campeche,1,10,9,10,9,9,9,10,10,9,9,9,9,8,10,10,6,9,10,0,0,4,1,0,8,9,9,9,9,9,6,9,9,9,10,9,Mujer,59,Sabe leer y escribir,Profesional,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Comercio,Trabajador(a) por su cuenta,400.0,2021-10-08,2021-10-11,1,No aplica,1,1,2021
8,Campeche,1,10,10,10,10,10,10,10,10,10,10,10,10,7,10,9,9,8,5,0,1,1,0,0,10,10,10,10,10,10,3,10,10,6,8,7,Mujer,64,Sabe leer y escribir,Profesional,Casado(a),Jubilado(a) o pensionado(a),No trabaja,No trabaja,No trabaja,,2021-10-07,2021-10-11,1,No aplica,1,1,2021
2,Campeche,1,8,8,7,7,9,8,8,7,9,8,7,9,6,8,8,8,8,7,2,2,2,2,1,8,8,8,8,7,9,6,8,8,8,6,5,Hombre,62,Sabe leer y escribir,Profesional,Unión libre,Jubilado(a) o pensionado(a),No trabaja,No trabaja,No trabaja,,2021-10-12,2021-10-13,2,Sí,1,2,2021
2,Campeche,4,5,7,8,9,9,9,10,7,9,8,6,8,6,7,5,5,5,7,3,4,5,4,2,8,7,9,8,8,5,5,9,9,9,6,7,Hombre,29,Sabe leer y escribir,Profesional,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",,2021-10-11,2021-10-17,5,Sí,1,5,2021
2,Campeche,1,8,9,8,10,9,10,9,9,9,10,9,10,10,10,10,10,10,10,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,Hombre,62,Sabe leer y escribir,Profesional,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",14000.0,2021-10-15,2021-10-17,5,Sí,1,5,2021
2,Campeche,2,10,10,10,10,10,10,10,10,10,10,10,10,7,7,10,10,8,10,3,0,0,1,0,9,9,9,9,9,7,5,10,10,7,8,8,Mujer,35,Sabe leer y escribir,Secundaria,Casado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2021-10-05,2021-10-11,4,Sí,1,4,2021
2,Campeche,1,10,10,10,10,10,10,10,10,10,10,10,10,1,8,9,10,9,10,2,0,0,0,0,10,10,10,10,10,10,0,10,5,8,3,3,Hombre,33,Sabe leer y escribir,Preparatoria o bachillerato,Casado(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Comercio,Patrón(a),1500.0,2021-10-07,2021-10-13,3,Sí,1,3,2021
2,Campeche,1,9,9,10,9,8,6,8,7,8,6,8,7,5,7,8,7,6,7,2,2,2,3,2,7,10,9,8,6,5,6,8,7,8,8,6,Hombre,57,Sabe leer y escribir,Profesional,Soltero(a),Jubilado(a) o pensionado(a),No trabaja,No trabaja,No trabaja,,2021-10-21,2021-10-21,1,No aplica,1,1,2021
2,Campeche,2,5,7,8,7,10,9,10,10,10,10,10,10,8,6,6,6,6,8,4,3,3,4,1,8,8,8,8,8,8,5,9,10,9,5,5,Mujer,50,Sabe leer y escribir,Profesional,Unión libre,Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2021-10-07,2021-10-11,2,Sí,1,2,2021
8,Campeche,2,8,8,7,10,10,10,8,10,10,10,9,8,5,6,6,6,8,8,4,3,3,0,0,8,8,7,8,10,10,7,8,6,5,10,10,Mujer,44,Sabe leer y escribir,Secundaria,Soltero(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2021-10-04,2021-10-11,5,Sí,1,5,2021
8,Campeche,1,1,10,4,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,0,0,0,0,0,10,10,10,10,0,10,0,10,10,9,8,5,Hombre,60,Sabe leer y escribir,Secundaria,Casado(a),Jubilado(a) o pensionado(a),No trabaja,No trabaja,No trabaja,,2021-10-04,2021-10-11,2,Sí,1,2,2021
8,Campeche,1,9,9,6,7,9,10,9,10,9,10,10,8,1,10,10,10,6,3,0,0,0,0,0,8,8,7,6,6,9,7,6,7,8,7,6,Hombre,57,Sabe leer y escribir,Primaria,Casado(a),Jubilado(a) o pensionado(a),No trabaja,No trabaja,No trabaja,,2021-10-04,2021-10-11,2,Sí,1,2,2021
8,Campeche,2,8,9,8,9,7,7,9,9,6,7,10,6,5,7,7,6,5,8,3,2,4,5,2,8,7,6,9,8,4,2,6,9,7,7,6,Mujer,43,Sabe leer y escribir,Secundaria,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",800.0,2021-10-21,2021-10-21,3,Sí,1,3,2021
